hz,magnitude
35100,1.03381
35120,1.93816
35140,1.47818
35160,1.11455
35180,5.85339
35200,1.00653
35220,2.57009
35240,1.29162
35260,1.21148
35280,3.23607
35300,1.00041
35320,3.93169
35340,1.16789
35360,1.35701
35380,2.26793
35400,1.0148
35420,8.73807
35440,1.08587
35460,1.57862
35480,1.77334
35500,1.05122
35520,35.9981
35540,1.0342
35560,1.93359
35580,1.48047
35600,1.11377
35620,5.90189
35640,1.0067
35660,2.56145
35680,1.29312
35700,1.2103
35720,3.25032
35740,1.00037
35760,3.91051
35780,1.16889
35800,1.35524
35820,2.27453
35840,1.01455
35860,8.63133
35880,1.08652
35900,1.57588
35920,1.77705
35940,1.05073
35960,37.9435
35980,1.03459
36000,1.92904
36020,1.48278
36040,1.11299
36060,5.95121
36080,1.00686
36100,2.55288
36120,1.29464
36140,1.20913
36160,3.26471
36180,1.00033
36200,3.88956
36220,1.1699
36240,1.35347
36260,2.28117
36280,1.0143
36300,8.52718
36320,1.08718
36340,1.57315
36360,1.78078
36380,1.05025
36400,40.1112
36420,1.03498
36440,1.92452
36460,1.4851
36480,1.11222
36500,6.00138
36520,1.00703
36540,2.54437
36560,1.29616
36580,1.20796
36600,3.27924
36620,1.00029
36640,3.86885
36660,1.17092
36680,1.35172
36700,2.28786
36720,1.01406
36740,8.42553
36760,1.08785
36780,1.57044
36800,1.78452
36820,1.04977
36840,42.5417
36860,1.03538
36880,1.92002
36900,1.48743
36920,1.11145
36940,6.05242
36960,1.0072
36980,2.53592
37000,1.29768
37020,1.2068
37040,3.2939
37060,1.00026
37080,3.84836
37100,1.17193
37120,1.34997
37140,2.29459
37160,1.01381
37180,8.32629
37200,1.08851
37220,1.56773
37240,1.78829
37260,1.0493
37280,45.2858
37300,1.03577
37320,1.91555
37340,1.48977
37360,1.11068
37380,6.10434
37400,1.00738
37420,2.52753
37440,1.29922
37460,1.20564
37480,3.30869
37500,1.00023
37520,3.82809
37540,1.17296
37560,1.34823
37580,2.30136
37600,1.01357
37620,8.22938
37640,1.08918
37660,1.56504
37680,1.79208
37700,1.04882
37720,48.4085
37740,1.03617
37760,1.9111
37780,1.49212
37800,1.10992
37820,6.15717
37840,1.00755
37860,2.5192
37880,1.30075
37900,1.20448
37920,3.32363
37940,1.0002
37960,3.80805
37980,1.17398
38000,1.3465
38020,2.30818
38040,1.01334
38060,8.13472
38080,1.08985
38100,1.56237
38120,1.79589
38140,1.04835
38160,51.9938
38180,1.03657
38200,1.90668
38220,1.49448
38240,1.10916
38260,6.21094
38280,1.00773
38300,2.51093
38320,1.3023
38340,1.20333
38360,3.33871
38380,1.00017
38400,3.78822
38420,1.17501
38440,1.34477
38460,2.31504
38480,1.0131
38500,8.04222
38520,1.09053
38540,1.5597
38560,1.79971
38580,1.04788
38600,56.1528
38620,1.03698
38640,1.90228
38660,1.49685
38680,1.1084
38700,6.26567
38720,1.00791
38740,2.50272
38760,1.30385
38780,1.20219
38800,3.35394
38820,1.00015
38840,3.76861
38860,1.17605
38880,1.34305
38900,2.32195
38920,1.01287
38940,7.95183
38960,1.0912
38980,1.55705
39000,1.80356
39020,1.04742
39040,61.0352
39060,1.03738
39080,1.89791
39100,1.49923
39120,1.10765
39140,6.32138
39160,1.00809
39180,2.49457
39200,1.30541
39220,1.20105
39240,3.36931
39260,1.00012
39280,3.7492
39300,1.17709
39320,1.34134
39340,2.32891
39360,1.01264
39380,7.86345
39400,1.09188
39420,1.5544
39440,1.80743
39460,1.04695
39480,66.8476
39500,1.03779
39520,1.89356
39540,1.50162
39560,1.1069
39580,6.37811
39600,1.00828
39620,2.48647
39640,1.30697
39660,1.19991
39680,3.38483
39700,1.0001
39720,3.73
39740,1.17813
39760,1.33963
39780,2.33591
39800,1.01241
39820,7.77704
39840,1.09257
39860,1.55178
39880,1.81131
39900,1.04649
39920,73.8837
39940,1.03821
39960,1.88923
39980,1.50402
40000,1.10615
40020,6.43588
40040,1.00846
40060,2.47844
40080,1.30854
40100,1.19878
40120,3.4005
40140,1.00008
40160,3.71101
40180,1.17918
40200,1.33794
40220,2.34296
40240,1.01218
40260,7.69252
40280,1.09325
40300,1.54916
40320,1.81522
40340,1.04603
40360,82.5753
40380,1.03862
40400,1.88493
40420,1.50643
40440,1.10541
40460,6.49471
40480,1.00865
40500,2.47046
40520,1.31012
40540,1.19765
40560,3.41632
40580,1.00006
40600,3.69221
40620,1.18023
40640,1.33625
40660,2.35006
40680,1.01196
40700,7.60983
40720,1.09394
40740,1.54655
40760,1.81915
40780,1.04558
40800,93.5849
40820,1.03904
40840,1.88065
40860,1.50886
40880,1.10467
40900,6.55465
40920,1.00884
40940,2.46253
40960,1.3117
40980,1.19653
41000,3.4323
41020,1.00005
41040,3.67361
41060,1.18129
41080,1.33456
41100,2.3572
41120,1.01173
41140,7.52891
41160,1.09464
41180,1.54396
41200,1.8231
41220,1.04512
41240,107.982
41260,1.03945
41280,1.8764
41300,1.51129
41320,1.10393
41340,6.61572
41360,1.00904
41380,2.45467
41400,1.31329
41420,1.19541
41440,3.44844
41460,1.00004
41480,3.65521
41500,1.18235
41520,1.33288
41540,2.3644
41560,1.01151
41580,7.44972
41600,1.09533
41620,1.54138
41640,1.82707
41660,1.04467
41680,127.615
41700,1.03988
41720,1.87216
41740,1.51374
41760,1.10319
41780,6.67795
41800,1.00923
41820,2.44685
41840,1.31489
41860,1.1943
41880,3.46473
41900,1.00003
41920,3.63699
41940,1.18341
41960,1.33121
41980,2.37164
42000,1.0113
42020,7.37219
42040,1.09603
42060,1.53881
42080,1.83106
42100,1.04422
42120,155.973
42140,1.0403
42160,1.86795
42180,1.51619
42200,1.10246
42220,6.74137
42240,1.00943
42260,2.4391
42280,1.31649
42300,1.19319
42320,3.48119
42340,1.00002
42360,3.61897
42380,1.18448
42400,1.32955
42420,2.37893
42440,1.01108
42460,7.29626
42480,1.09673
42500,1.53625
42520,1.83507
42540,1.04378
42560,200.536
42580,1.04073
42600,1.86376
42620,1.51866
42640,1.10174
42660,6.80602
42680,1.00963
42700,2.43139
42720,1.3181
42740,1.19209
42760,3.49781
42780,1.00001
42800,3.60112
42820,1.18555
42840,1.3279
42860,2.38627
42880,1.01087
42900,7.22191
42920,1.09744
42940,1.5337
42960,1.83911
42980,1.04334
43000,280.75
43020,1.04115
43040,1.8596
43060,1.52114
43080,1.10101
43100,6.87194
43120,1.00983
43140,2.42374
43160,1.31972
43180,1.19099
43200,3.5146
43220,1
43240,3.58346
43260,1.18663
43280,1.32625
43300,2.39366
43320,1.01065
43340,7.14906
43360,1.09815
43380,1.53117
43400,1.84316
43420,1.04289
43440,467.916
43460,1.04159
43480,1.85546
43500,1.52363
43520,1.10029
43540,6.93917
43560,1.01003
43580,2.41614
43600,1.32134
43620,1.18989
43640,3.53155
43660,1
43680,3.56599
43700,1.18771
43720,1.3246
43740,2.4011
43760,1.01044
43780,7.07769
43800,1.09886
43820,1.52864
43840,1.84724
43860,1.04246
43880,1403.75
43900,1.04202
43920,1.85134
43940,1.52613
43960,1.09957
43980,7.00774
44000,1.01024
44020,2.4086
44040,1.32297
44060,1.1888
44080,3.54868
