hz,magnitude
16040,2.21978
16060,9.63206
16080,1.59959
16100,1.05493
16120,1.03135
16140,1.46349
16160,5.55683
16180,2.62782
16200,1.21926
16220,1.00071
16240,1.16145
16260,2.22606
16280,9.50237
16300,1.59675
16320,1.05443
16340,1.03172
16360,1.46572
16380,5.60046
16400,2.61876
16420,1.21805
16440,1.00066
16460,1.16243
16480,2.23239
16500,9.37614
16520,1.59393
16540,1.05393
16560,1.0321
16580,1.46796
16600,5.64478
16620,2.60976
16640,1.21684
16660,1.00061
16680,1.16341
16700,2.23876
16720,9.25325
16740,1.59112
16760,1.05343
16780,1.03247
16800,1.47021
16820,5.68982
16840,2.60083
16860,1.21564
16880,1.00056
16900,1.1644
16920,2.24517
16940,9.13355
16960,1.58832
16980,1.05293
17000,1.03285
17020,1.47248
17040,5.7356
17060,2.59197
17080,1.21445
17100,1.00051
17120,1.16539
17140,2.25162
17160,9.01692
17180,1.58553
17200,1.05244
17220,1.03323
17240,1.47475
17260,5.78213
17280,2.58317
17300,1.21326
17320,1.00047
17340,1.16638
17360,2.25811
17380,8.90326
17400,1.58276
17420,1.05195
17440,1.03362
17460,1.47703
17480,5.82944
17500,2.57443
17520,1.21207
17540,1.00043
17560,1.16738
17580,2.26465
17600,8.79244
17620,1.58
17640,1.05146
17660,1.034
17680,1.47932
17700,5.87754
17720,2.56577
17740,1.21089
17760,1.00039
17780,1.16839
17800,2.27123
17820,8.68437
17840,1.57725
17860,1.05098
17880,1.03439
17900,1.48163
17920,5.92645
17940,2.55716
17960,1.20972
17980,1.00035
18000,1.1694
18020,2.27785
18040,8.57893
18060,1.57452
18080,1.05049
18100,1.03478
18120,1.48394
18140,5.97619
18160,2.54862
18180,1.20855
18200,1.00031
18220,1.17041
18240,2.28451
18260,8.47605
18280,1.57179
18300,1.05001
18320,1.03518
18340,1.48626
18360,6.02679
18380,2.54013
18400,1.20738
18420,1.00028
18440,1.17142
18460,2.29122
18480,8.37561
18500,1.56908
18520,1.04954
18540,1.03557
18560,1.4886
18580,6.07827
18600,2.53171
18620,1.20622
18640,1.00024
18660,1.17244
18680,2.29797
18700,8.27755
18720,1.56639
18740,1.04906
18760,1.03597
18780,1.49094
18800,6.13064
18820,2.52335
18840,1.20506
18860,1.00021
18880,1.17347
18900,2.30476
18920,8.18177
18940,1.5637
18960,1.04859
18980,1.03637
19000,1.4933
19020,6.18394
19040,2.51506
19060,1.20391
19080,1.00019
19100,1.1745
19120,2.31161
19140,8.08821
19160,1.56103
19180,1.04812
19200,1.03678
19220,1.49566
19240,6.23818
19260,2.50682
19280,1.20276
19300,1.00016
19320,1.17553
19340,2.31849
19360,7.99677
19380,1.55837
19400,1.04765
19420,1.03718
19440,1.49804
19460,6.2934
19480,2.49864
19500,1.20162
19520,1.00013
19540,1.17657
19560,2.32543
19580,7.90739
19600,1.55572
19620,1.04719
19640,1.03759
19660,1.50042
19680,6.34962
19700,2.49051
19720,1.20048
19740,1.00011
19760,1.17761
19780,2.3324
19800,7.82
19820,1.55309
19840,1.04672
19860,1.038
19880,1.50282
19900,6.40686
19920,2.48245
19940,1.19935
19960,1.00009
19980,1.17865
20000,2.33943
20020,7.73454
20040,1.55046
20060,1.04626
20080,1.03841
20100,1.50523
20120,6.46516
20140,2.47444
20160,1.19822
20180,1.00007
20200,1.1797
20220,2.3465
20240,7.65095
20260,1.54785
20280,1.04581
20300,1.03883
20320,1.50764
20340,6.52454
20360,2.46649
20380,1.19709
20400,1.00006
20420,1.18076
20440,2.35362
20460,7.56915
20480,1.54525
20500,1.04535
20520,1.03924
20540,1.51007
20560,6.58504
20580,2.45859
20600,1.19597
20620,1.00004
20640,1.18182
20660,2.36079
20680,7.48911
20700,1.54267
20720,1.0449
20740,1.03966
20760,1.51251
20780,6.64668
20800,2.45075
20820,1.19486
20840,1.00003
20860,1.18288
20880,2.36801
20900,7.41075
20920,1.54009
20940,1.04445
20960,1.04009
20980,1.51496
21000,6.70951
21020,2.44297
21040,1.19375
21060,1.00002
21080,1.18395
21100,2.37528
21120,7.33403
21140,1.53753
21160,1.044
21180,1.04051
21200,1.51743
21220,6.77354
21240,2.43524
21260,1.19264
21280,1.00001
21300,1.18502
21320,2.38259
21340,7.25889
21360,1.53497
21380,1.04356
21400,1.04094
21420,1.5199
21440,6.83882
21460,2.42756
21480,1.19154
21500,1.00001
21520,1.18609
21540,2.38996
21560,7.1853
21580,1.53243
21600,1.04311
21620,1.04137
21640,1.52238
21660,6.90539
21680,2.41994
21700,1.19044
21720,1
21740,1.18717
21760,2.39738
21780,7.11319
21800,1.5299
21820,1.04267
21840,1.0418
21860,1.52488
21880,6.97328
21900,2.41236
21920,1.18935
21940,1
21960,1.18826
21980,2.40484
22000,7.04254
22020,1.52738
22040,1.04224
22060,1.04224
22080,1.52738
22100,7.04254
22120,2.40484
22140,1.18826
22160,1
22180,1.18935
22200,2.41236
22220,6.97328
22240,1.52488
22260,1.0418
22280,1.04267
22300,1.5299
22320,7.11319
22340,2.39738
22360,1.18717
22380,1
22400,1.19044
22420,2.41994
22440,6.90539
22460,1.52238
22480,1.04137
22500,1.04311
22520,1.53243
22540,7.1853
22560,2.38996
22580,1.18609
22600,1.00001
22620,1.19154
22640,2.42756
22660,6.83882
22680,1.5199
22700,1.04094
22720,1.04356
22740,1.53497
22760,7.25889
22780,2.38259
22800,1.18502
22820,1.00001
22840,1.19264
22860,2.43524
22880,6.77354
22900,1.51743
22920,1.04051
22940,1.044
22960,1.53753
22980,7.33403
23000,2.37528
23020,1.18395
23040,1.00002
23060,1.19375
23080,2.44297
23100,6.70951
23120,1.51496
23140,1.04009
23160,1.04445
23180,1.54009
23200,7.41075
23220,2.36801
23240,1.18288
23260,1.00003
23280,1.19486
23300,2.45075
23320,6.64668
23340,1.51251
23360,1.03966
23380,1.0449
23400,1.54267
23420,7.48911
23440,2.36079
23460,1.18182
23480,1.00004
23500,1.19597
23520,2.45859
23540,6.58504
23560,1.51007
23580,1.03924
23600,1.04535
23620,1.54525
23640,7.56915
23660,2.35362
23680,1.18076
23700,1.00006
23720,1.19709
23740,2.46649
23760,6.52454
23780,1.50764
23800,1.03883
23820,1.04581
23840,1.54785
23860,7.65095
23880,2.3465
23900,1.1797
23920,1.00007
23940,1.19822
23960,2.47444
23980,6.46516
24000,1.50523
24020,1.03841
24040,1.04626
24060,1.55046
24080,7.73454
24100,2.33943
24120,1.17865
24140,1.00009
24160,1.19935
24180,2.48245
24200,6.40686
24220,1.50282
24240,1.038
24260,1.04672
24280,1.55309
24300,7.82
24320,2.3324
24340,1.17761
24360,1.00011
24380,1.20048
24400,2.49051
24420,6.34962
24440,1.50042
24460,1.03759
24480,1.04719
24500,1.55572
24520,7.90739
24540,2.32543
24560,1.17657
24580,1.00013
24600,1.20162
24620,2.49864
24640,6.2934
24660,1.49804
24680,1.03718
24700,1.04765
24720,1.55837
24740,7.99677
24760,2.31849
24780,1.17553
24800,1.00016
24820,1.20276
24840,2.50682
24860,6.23818
24880,1.49566
24900,1.03678
24920,1.04812
24940,1.56103
24960,8.08821
24980,2.31161
25000,1.1745
25020,1.00019
25040,1.20391
25060,2.51506
25080,6.18394
25100,1.4933
25120,1.03637
25140,1.04859
25160,1.5637
25180,8.18177
25200,2.30476
25220,1.17347
25240,1.00021
25260,1.20506
25280,2.52335
25300,6.13064
25320,1.49094
25340,1.03597
25360,1.04906
25380,1.56639
25400,8.27755
25420,2.29797
25440,1.17244
25460,1.00024
25480,1.20622
25500,2.53171
25520,6.07827
25540,1.4886
25560,1.03557
25580,1.04954
25600,1.56908
25620,8.37561
25640,2.29122
25660,1.17142
25680,1.00028
25700,1.20738
25720,2.54013
25740,6.02679
25760,1.48626
25780,1.03518
25800,1.05001
25820,1.57179
25840,8.47605
25860,2.28451
25880,1.17041
25900,1.00031
25920,1.20855
25940,2.54862
25960,5.97619
25980,1.48394
26000,1.03478
26020,1.05049
26040,1.57452
26060,8.57893
26080,2.27785
26100,1.1694
26120,1.00035
26140,1.20972
26160,2.55716
26180,5.92645
26200,1.48163
26220,1.03439
26240,1.05098
26260,1.57725
26280,8.68437
26300,2.27123
26320,1.16839
26340,1.00039
26360,1.21089
26380,2.56577
26400,5.87754
26420,1.47932
26440,1.034
26460,1.05146
26480,1.58
26500,8.79244
26520,2.26465
26540,1.16738
26560,1.00043
26580,1.21207
26600,2.57443
26620,5.82944
26640,1.47703
26660,1.03362
26680,1.05195
26700,1.58276
26720,8.90326
26740,2.25811
26760,1.16638
26780,1.00047
26800,1.21326
26820,2.58317
26840,5.78213
26860,1.47475
26880,1.03323
26900,1.05244
26920,1.58553
26940,9.01692
26960,2.25162
26980,1.16539
27000,1.00051
27020,1.21445
27040,2.59197
27060,5.7356
27080,1.47248
27100,1.03285
27120,1.05293
27140,1.58832
27160,9.13355
27180,2.24517
27200,1.1644
27220,1.00056
27240,1.21564
27260,2.60083
27280,5.68982
27300,1.47021
27320,1.03247
27340,1.05343
