hz,magnitude
9780,1.62589e-12
9800,4.08131e-13
9820,1.76325e-12
9840,2.88029e-12
9860,1.66173e-12
9880,3.35549e-12
9900,1.76033e-12
9920,4.3186e-13
9940,9.09477e-13
9960,6.77139e-13
9980,1.57312e-12
10000,2.35179e-12
10020,1.24152e-12
10040,8.28489e-13
10060,8.01426e-13
10080,1.75861e-12
10100,2.69855e-12
10120,8.57903e-13
10140,5.5641e-13
10160,1.44798e-12
10180,1.47425e-12
10200,2.36956e-12
10220,1.4012e-12
10240,3.69686e-13
10260,2.86946e-13
10280,6.63559e-13
10300,1.44322e-12
10320,6.95163e-13
10340,1.48274e-12
10360,1.36439e-12
10380,2.4895e-12
10400,1.25298e-12
10420,4.00795e-13
10440,2.00879e-12
10460,6.95801e-13
10480,6.80212e-12
10500,1.46254e-12
10520,1.50133e-12
10540,2.61801e-12
10560,3.16316e-12
10580,1.63484e-12
10600,7.6915e-13
10620,2.72717e-12
10640,9.0804e-13
10660,4.70131e-12
10680,1.88922e-12
10700,5.12525e-13
10720,2.29948e-12
10740,1.46413e-12
10760,5.53463e-13
10780,5.83123e-13
10800,3.8462e-13
10820,5.09721e-13
10840,9.7693e-12
10860,1.36954e-12
10880,3.44378e-13
10900,4.35697e-12
10920,3.81459e-12
10940,5.7372e-13
10960,3.11346e-12
10980,7.26608e-13
11000,2.21752e-12
11020,1.19197e-12
11040,2.7995e-12
11060,3.29179e-12
11080,8.35351e-13
11100,3.52217e-12
11120,1.66881e-12
11140,5.05603e-13
11160,4.70285e-13
11180,5.79468e-13
11200,1.73582e-12
11220,3.10832e-12
11240,3.97712e-12
11260,4.75922e-12
11280,4.26295e-12
11300,4.15198e-12
11320,1.56321e-12
11340,3.72541e-13
11360,6.96872e-12
11380,2.29134e-12
11400,3.24567e-13
11420,1.84441e-12
11440,3.61131e-13
11460,3.4167e-12
11480,2.18456e-12
11500,4.49618e-13
11520,3.19846e-12
11540,1.46085e-12
11560,1.09566e-12
11580,1.02924e-12
11600,4.984e-13
11620,1.93721e-12
11640,2.39358e-12
11660,2.89668e-13
11680,1.49546e-12
11700,1.16401e-12
11720,4.74571e-12
11740,1.64659e-11
11760,6.69609e-13
11780,1.83414e-12
11800,1.75342e-12
11820,6.16904e-13
11840,1.16926e-12
11860,7.71635e-13
11880,2.01396e-12
11900,8.23371e-13
11920,7.44133e-13
11940,2.93292e-12
11960,7.65247e-12
11980,6.68107e-12
12000,6.15831e-12
12020,5.97547e-12
12040,1.144e-11
12060,7.20692e-13
12080,9.39605e-12
12100,2.00535e-12
12120,5.66739e-12
12140,2.11955e-12
12160,3.85138e-12
12180,9.34918e-12
12200,2.22121e-12
12220,1.19498e-12
12240,7.19167e-12
12260,3.56059e-13
12280,6.36947e-12
12300,4.30386e-12
12320,2.16951e-12
12340,1.17406e-12
12360,1.47527e-12
12380,1.3753e-12
12400,3.16295e-12
12420,4.48893e-13
12440,2.80444e-12
12460,1.0579e-12
12480,9.45346e-12
12500,5.64877e-13
12520,1.19159e-12
12540,1.95611e-12
12560,1.24871e-12
12580,1.36812e-12
12600,7.74114e-12
12620,2.20208e-12
12640,7.75575e-13
12660,1.334e-12
12680,9.17065e-13
12700,3.91744e-12
12720,9.16457e-13
12740,2.68437e-13
12760,3.59566e-12
12780,2.08158e-12
12800,2.74156e-12
12820,2.00847e-12
12840,1.31501e-11
12860,2.73343e-12
12880,1.29905e-12
12900,2.11981e-11
12920,1.04561e-12
12940,1.14674e-12
12960,2.45761e-12
12980,7.61212e-12
13000,3.39569e-13
13020,3.44747e-12
13040,2.32828e-12
13060,5.61528e-12
13080,1.30648e-11
13100,4.71676e-13
13120,7.60869e-13
13140,1.30955e-12
13160,1.61257e-12
13180,1.11998e-12
13200,2.56135e-12
13220,1.54515e-12
13240,1.36585e-12
13260,1.42338e-12
13280,1.31043e-11
13300,1.2701e-12
13320,2.50468e-12
13340,1.90552e-12
13360,2.30033e-12
13380,1.74993e-11
13400,5.07048e-12
13420,3.20956e-11
13440,1.69401e-11
13460,1.55332e-12
13480,2.26695e-12
13500,5.76678e-13
13520,8.45462e-13
13540,3.61574e-12
13560,1.87584e-12
13580,1.01405e-11
13600,2.04906e-12
13620,1.83825e-12
13640,2.57792e-12
13660,3.14305e-12
13680,7.8647e-13
13700,2.02268e-12
13720,8.9156e-12
13740,2.62579e-12
13760,2.256e-12
13780,5.49362e-12
13800,2.42193e-12
13820,3.75772e-12
13840,1.90684e-11
13860,4.48641e-12
13880,1.54081e-12
13900,1.47858e-12
13920,5.65885e-12
13940,3.07105e-12
13960,1.73462e-12
13980,9.29249e-13
14000,2.37198e-12
14020,2.71859e-13
14040,5.70493e-12
14060,8.60432e-12
14080,2.3186e-12
14100,3.59006e-13
14120,8.73139e-13
14140,1.37563e-12
14160,3.71679e-12
14180,1.49742e-12
14200,2.84384e-11
14220,1.68822e-12
14240,5.93063e-12
14260,3.20309e-13
14280,5.05133e-13
14300,1.97737e-12
14320,3.43676e-12
14340,2.89957e-12
14360,1.23486e-12
14380,1.52129e-11
14400,2.25843e-12
14420,4.15918e-13
14440,2.94673e-12
14460,7.69522e-14
14480,1.09155e-12
14500,2.83794e-12
14520,2.60512e-12
14540,1.28686e-12
14560,2.87257e-12
14580,6.84074e-12
14600,3.37557e-11
14620,2.2943e-12
14640,1.91417e-12
14660,2.11632e-12
14680,1.63436e-12
14700,2.75342e-12
14720,3.41896e-12
14740,1.30885e-12
14760,3.86394e-12
14780,4.07741e-12
14800,2.02176e-12
14820,6.1446e-13
14840,2.36199e-11
14860,1.96527e-12
14880,9.31705e-12
14900,5.38631e-13
14920,1.16986e-12
14940,4.30685e-12
14960,7.97165e-12
14980,3.00813e-12
15000,1.60753e-12
15020,6.88223e-13
15040,2.66177e-12
15060,1.69599e-12
15080,3.29851e-12
15100,4.16798e-12
15120,2.84214e-11
15140,2.50653e-12
15160,4.68545e-12
15180,4.56603e-12
15200,2.38043e-12
15220,9.48648e-13
15240,1.87009e-12
15260,2.38838e-12
15280,2.63375e-12
15300,5.61558e-12
15320,1.42486e-12
15340,1.94312e-12
15360,1.70763e-12
15380,1.39058e-12
15400,3.93997e-12
15420,1.28185e-12
15440,2.28737e-12
15460,2.05176e-11
15480,3.88546e-12
15500,1.81554e-12
15520,3.79964e-12
15540,5.7061e-12
15560,7.79953e-13
15580,1.58379e-11
15600,4.78874e-12
15620,1.10292e-12
15640,1.41756e-12
15660,1.3499e-12
15680,5.16535e-12
15700,1.27002e-12
15720,2.53691e-12
15740,8.31305e-13
15760,3.2219e-12
15780,1.13895e-11
15800,2.8919e-12
15820,3.03632e-12
15840,4.02265e-12
15860,1.70509e-12
15880,2.08264e-12
15900,1.40522e-12
15920,1.38055e-12
15940,1.89389e-12
15960,3.29632e-12
15980,9.36002e-12
16000,1.49617e-12
16020,1.09379e-12
16040,3.50933e-12
16060,1.22e-12
16080,3.78076e-12
16100,4.6103e-13
16120,5.52821e-12
16140,3.98391e-12
16160,2.67528e-12
16180,4.03399e-13
16200,2.90734e-12
16220,1.04443e-12
16240,6.80571e-12
16260,2.24964e-12
16280,3.07402e-12
16300,1.48496e-12
16320,4.53436e-12
16340,8.46746e-12
16360,1.51411e-12
16380,5.84956e-12
16400,1.09556e-12
16420,2.75792e-12
16440,8.24252e-13
16460,6.22493e-12
16480,1.43712e-12
16500,5.01171e-12
16520,2.41022e-12
16540,6.0876e-12
16560,1.01144e-12
16580,4.66509e-12
16600,2.43217e-12
16620,1.80174e-12
16640,1.71434e-12
16660,2.16044e-12
16680,1.62249e-12
16700,6.6847e-12
16720,5.33953e-12
16740,9.212e-13
16760,3.20068e-12
16780,1.04837e-12
16800,4.18402e-11
16820,4.18447e-12
16840,7.19962e-13
16860,2.64119e-12
16880,7.68066e-13
16900,2.74661e-12
16920,4.37139e-12
16940,2.76863e-12
16960,6.89552e-12
16980,4.33057e-12
17000,3.01724e-12
17020,2.78008e-12
17040,5.09446e-12
17060,2.05867e-12
17080,2.52021e-12
17100,5.77164e-13
17120,2.1784e-12
17140,3.14451e-11
17160,7.66688e-13
17180,2.57891e-12
17200,3.88546e-12
17220,3.84381e-12
17240,2.3866e-13
17260,3.10155e-12
17280,1.45454e-12
17300,1.19192e-12
17320,2.34762e-12
17340,1.64096e-12
17360,8.29549e-12
17380,4.77759e-12
17400,2.33683e-12
17420,2.21994e-12
17440,2.12414e-12
17460,4.85151e-12
17480,3.22537e-12
17500,6.60092e-12
17520,2.95447e-12
17540,1.87329e-12
17560,2.70514e-12
17580,2.02728e-12
17600,3.41718e-12
17620,1.47335e-12
17640,1.69407e-12
17660,9.76287e-13
17680,3.65035e-12
17700,2.71704e-12
17720,2.94565e-12
17740,4.10097e-12
17760,2.98016e-12
17780,4.17725e-13
17800,1.24278e-12
17820,7.20374e-12
17840,3.13092e-11
17860,2.22597e-12
17880,4.29023e-12
17900,1.21792e-12
17920,9.42979e-13
17940,1.97165e-12
17960,3.70048e-12
17980,2.63541e-12
18000,1.17738e-12
18020,1.05522e-11
18040,4.91349e-12
18060,1.73409e-12
18080,1.95391e-12
18100,2.10896e-12
18120,1.99817e-12
18140,3.95993e-12
18160,2.59737e-12
18180,3.16394e-12
18200,8.52824e-12
18220,3.55547e-13
18240,1.20185e-12
18260,1.21775e-12
18280,5.73402e-13
18300,4.31923e-12
18320,7.38405e-12
18340,2.47122e-12
18360,2.70781e-12
18380,1.91627e-12
18400,4.58451e-12
18420,3.04404e-12
18440,7.34617e-12
18460,1.92797e-11
18480,3.98819e-11
18500,7.29843e-13
18520,5.35828e-13
18540,6.11346e-13
18560,9.63729e-13
18580,4.06633e-13
18600,2.42249e-12
18620,1.04702e-12
18640,1.37458e-12
18660,2.71127e-12
18680,2.32907e-12
18700,2.41591e-12
18720,2.00666e-12
18740,4.57311e-12
18760,1.24607e-12
18780,1.11796e-12
18800,2.90289e-12
18820,4.83536e-12
18840,2.85746e-12
18860,1.11007e-12
18880,1.52422e-12
18900,3.82158e-12
18920,1.22964e-11
18940,1.5777e-12
18960,4.53221e-12
18980,1.0582e-12
19000,2.47304e-12
19020,4.43955e-12
19040,7.86009e-13
19060,3.60797e-12
19080,1.20325e-12
19100,4.48455e-12
19120,3.6456e-12
19140,1.02237e-11
19160,9.00446e-13
19180,4.30989e-12
19200,3.5452e-12
19220,1.66786e-12
19240,6.06584e-13
19260,3.40874e-12
19280,1.76608e-12
19300,3.79954e-12
19320,5.40436e-12
19340,1.55585e-12
19360,1.03493e-11
19380,8.00856e-13
19400,2.09239e-12
19420,3.7824e-12
19440,2.30255e-12
19460,1.39809e-12
19480,3.30326e-12
19500,1.41111e-12
19520,2.06974e-12
19540,2.54145e-12
19560,1.67271e-12
19580,2.77068e-12
19600,2.26996e-12
19620,2.13709e-12
19640,1.90724e-12
19660,1.02456e-12
19680,9.46948e-12
19700,9.67791e-12
19720,5.22283e-12
19740,1.89092e-12
19760,1.66828e-12
19780,2.70196e-12
19800,2.20379e-12
19820,2.34812e-12
19840,3.33306e-12
19860,3.59975e-12
